"line","word_count","font_size","is_bold","color","title_case","label"
"2013 September, we again searched Twitter for the same hashtag, but only for a tweet with a posting date","19","14.507","False","#000000","False","paragraph"
"before 2013 August, as requested. For such a tweet to have been found only in the second search and not","20","14.507","False","#000000","False","paragraph"
"the first, a time traveler would have had to have known about the advertisement posted in 2013","17","14.507","False","#000000","False","paragraph"
"September, go back in time to before 2013 August, send the prescient tweet, and have this tweet appear","18","14.507","False","#000000","False","paragraph"
"only in our later Twitter search in 2013 September. Assuming no spoofing, the only way this can happen","18","14.507","False","#000000","False","paragraph"
"is if time travelers can change our past with their actions.","11","14.507","False","#000000","False","paragraph"
"Similarly, in 2013 August, we searched the cataloged email sent to ""home.nemiroff@yahoo.com"" for a","14","14.507","False","#000000","False","paragraph"
"communication with the term ""#ICanChangeThePast2"" in the subject line and found no occurrences.","13","14.507","False","#000000","False","paragraph"
"Starting in 2013 September, time travelers were publically requested to go into their past and send an","17","14.507","False","#000000","False","paragraph"
"email with ""#ICanChangeThePast2"" in the subject line to ""home.nemiroff@yahoo.com"" before anytime","11","14.507","False","#000000","False","paragraph"
"between 2008 November, the month after this email address was created, and 2013 August.","14","14.507","False","#000000","False","paragraph"
"Alternatively, time travelers who believe that they cannot change the past were requested to tweet","15","14.507","False","#000000","False","paragraph"
"""#ICannotChangeThePast2"" on or before 2013 August, or include that hashtag at the end of an email sent","17","14.507","False","#000000","False","paragraph"
"to ""home.nemiroff@yahoo.com"" between 2008 November and 2013 August.","8","14.507","False","#000000","False","paragraph"
"experiment, we were careful NOT to search Twitter or email until after the","13","14.507","False","#000000","False","paragraph"
"For this part of the","5","14.507","False","#000000","True","paragraph"
"hashtag was publicly","3","14.507","False","#000000","False","paragraph"
"advertised in 2013 September. Therefore, by not pursuing a pre-advertisement search, the past might not","15","14.507","False","#000000","False","paragraph"
"have had to be changed in order for this tweet to have been discovered in 2013 September.","17","14.507","False","#000000","False","paragraph"
"Advantages of using Twitter for this active search include that tweets are discoverable by anyone with","16","14.507","False","#000000","False","paragraph"
"sufficient access to the Internet and so are publically falsifiable. Advantages to using email include the","16","14.507","False","#000000","False","paragraph"
"relative ease of acquiring even a temporary email account, and the relative amount of privacy -- perhaps","17","14.507","False","#000000","False","paragraph"
"preferred by the time traveler -- inherent in a private email message.","12","14.507","False","#000000","False","paragraph"
"Unfortunately, as of this writing, no prescient tweets or emails were received. Given the additional","15","14.507","False","#000000","False","paragraph"
"exposure that the public listing of this manuscript gains, we will continue to search, on occasion, for","17","14.507","False","#000000","False","paragraph"
"active tweets and emails involving potential time travel.","8","14.507","False","#000000","False","paragraph"
"6. Summary and Conclusions","5","14.716","True","#000000","True","heading"
"T he discovery of time travel into the past could be transformative not only to physics but humanity. Its","19","14.507","False","#000000","False","paragraph"
"uses might be many and varied -- probably enlightening, but possibly catastrophic. Unlike modern","14","14.507","False","#000000","False","paragraph"
"searches for dark matter and dark energy, however, modern searches for time travel are comparatively","15","14.507","False","#000000","False","paragraph"
"rare. Given the modern ubiquity of the Internet, though, there now exists new, far reaching, and falsifiable","17","14.507","False","#000000","False","paragraph"
"methods to search for time travelers.","6","14.507","False","#000000","False","paragraph"
"Technically, what was searched for here was not physical time travelers themselves, but rather","14","14.507","False","#000000","False","paragraph"
"informational traces left by them. Although such information might be left by physical time travelers,","15","14.507","False","#000000","False","paragraph"
"conceivably only information itself could be sent back in time, which would be a type of time travel that","19","14.507","False","#000000","False","paragraph"
"might not directly involve the backwards transport of a significant amount of energy or momentum. This","16","14.507","False","#000000","False","paragraph"
"might be considered, by some, a more palatable mode of backwards time travel than transferring","15","14.507","False","#000000","False","paragraph"
"significant amounts of matter or energy back in time, as the later might break, quite coarsely, local","17","14.507","False","#000000","False","paragraph"
"conservation of energy and momentum [31]. For example, were the same person at different epochs to","16","14.507","False","#000000","False","paragraph"
"stand next to themselves, the energy tied into their own rest mass seems not to have been conserved.","18","14.507","False","#000000","False","paragraph"
"Similarly, instantaneous time travel to the same place on Earth might violate conservation of momentum,","15","14.507","False","#000000","False","paragraph"
"as the motion of the Earth around the Sun (etc.) might delegate a significant change in momentum for a","19","14.507","False","#000000","False","paragraph"
"corporeal object even over a time scale of minutes.","9","14.507","False","#000000","False","paragraph"
"Although the negative results reported here may indicate that time travelers from the future are not","16","14.507","False","#000000","False","paragraph"
"among us and cannot communicate with us over the modern day Internet, they are by no means proof.","18","14.507","False","#000000","False","paragraph"
"There are many reasons for this. First, it may be physically impossible for time travelers to leave any","18","14.507","False","#000000","False","paragraph"
"lasting remnants of their stay in the past, including even non-corporeal informational remnants on the","15","14.507","False","#000000","False","paragraph"
"Internet. Next, it may be physically impossible for us to find such information as that would violate some","18","14.507","False","#000000","False","paragraph"
"yet-unknown law of physics, possibly similar to the Chronology Protection Conjecture [16]. Furthermore,","13","14.507","False","#000000","False","paragraph"
"time travelers may not want to be found, and may be good at covering their tracks. Additionally, time","18","14.507","False","#000000","False","paragraph"
"travelers just may not have left the specific event tags that we were searching for. Finally, our searches","18","14.507","False","#000000","False","paragraph"
"were not comprehensive, so that even if time travelers left the exact event tags searched for here, we","18","14.507","False","#000000","False","paragraph"
"might have missed them due to human error, oversight, incompleteness of Internet catalogs and searches,","15","14.507","False","#000000","False","paragraph"
"or inaccurate content time tags.","5","14.507","False","#000000","False","paragraph"
"Nevertheless, given the current prevalence of the Internet, its numerous portals around the globe, and","15","14.507","False","#000000","False","paragraph"
"its numerous uses in communication, this search might","8","14.507","False","#000000","False","paragraph"
"comprehensive search yet for time travel from the future.","9","14.507","False","#000000","False","paragraph"
"Acknowledgements","2","14.716","True","#000000","False","heading"
"be considered the most sensitive and","6","14.507","False","#000000","False","paragraph"
"We thank Noah Brosch, Abhilash Kantamneni, Jerry Bonnell and members of the online bulletin board","15","14.507","False","#000000","False","paragraph"
"The Asterisk for helpful discussions. We also thank Stephen Fantasia for help in understanding the APOD","16","14.507","False","#000000","False","paragraph"
"log files and Andrew Robare for suggesting ""Pope Francis"" as the basis for useful search terms.","16","14.507","False","#000000","False","paragraph"
"References","2","14.716","True","#000000","False","heading"
"[ 1] For a good introduction to the physics of time travel, see, for example, Gott, J R 2002 ""Time Travel in","22","14.507","False","#000000","False","paragraph"
"Einstein's Universe: The Physical Possibilities of Travel Through Time"" Mariner Books ISBN-13: 978-","13","14.507","False","#000000","True","paragraph"
"0618257355","1","14.507","False","#000000","True","paragraph"
"[2] Vyasa: The Maharabata (~1000 BC)","6","14.507","False","#000000","True","paragraph"
"[3] Talmud (~300 AD)","4","14.507","False","#000000","True","paragraph"
"[4] Nihongi (~700 AD)","4","14.507","False","#000000","True","paragraph"
"[5] Madden S 1733 Memoirs of the Twentieth Century Garland Publishing ISBN: 0824005708","13","14.507","False","#000000","True","paragraph"
"[6] Wells H G 1895 The Time Machine William Heinemann Publishing ISBN: 0486284727","13","14.507","False","#000000","True","paragraph"
"[7] Newman S, Webber C E, and Wilson D 1963 Doctor Who (television series) British Broadcasting","16","14.507","False","#000000","False","paragraph"
"Corporation","1","14.683","False","#000000","True","paragraph"
"[8] Zemeckis R 1985 Back to the Future (film) Amblin Entertainment","11","14.507","False","#000000","False","paragraph"
"[9] Einstein A 1905 On the electrodynamics of moving bodies Annalen der Physik 17 (10) 891-921","16","14.507","False","#000000","False","paragraph"
"[10] Langevin P 1911 The evolution of space and time Scientia X: 31–54","13","14.507","False","#000000","False","paragraph"
"[11] Hafele J C and Keating R E 1972 Around-the-World Atomic Clocks: Observed Relativistic Time","15","14.507","False","#000000","True","paragraph"
"Gains Science 177 168-170","4","14.507","False","#000000","True","paragraph"
"[12] Tolman R C 1917 The theory of the Relativity of Motion Berkeley 54","14","14.507","False","#000000","False","paragraph"
"[13] Gödel K 1949 An example of a new type of cosmological solutions of Einstein's field equations of","18","14.507","False","#000000","False","paragraph"
"gravitation Rev Mod Phys 21 447","6","14.683","False","#1255cc","False","paragraph"
"[14] Morris M S, Thorne K and Yurtsever U 1988 Wormholes: Time Machines, and the Weak Energy","17","14.507","False","#000000","True","paragraph"
"Condition Phys Rev Lett 61 1446-1449","6","14.683","False","#1255cc","True","paragraph"
"[15] Gott J and Richard I 1991 Closed timelike curves produced by pairs of moving cosmic strings: exact","18","14.507","False","#000000","False","paragraph"
"solutions Phys Rev Lett 66 1126 - 1129","8","14.683","False","#1255cc","False","paragraph"
"[16] Hawking SW 1992 The chronology protection conjecture Phys Rev D 46 603-611","13","14.507","False","#000000","False","paragraph"
"[17] Dorai 2005 See, for example, Peplow, M., Time travellers snub conference. Nature, 2005 May 11,","16","14.507","False","#000000","False","paragraph"
"doi:10.1038/news050509-9 (2005)","2","14.507","False","#000000","False","paragraph"
"[18] Hawking S 2011""Stephen Hawking - Time Traveller's Party"" Discovery Communications","11","14.507","False","#000000","True","paragraph"
"http://www.youtube.com/watch?v=elah3i_WiFI","1","14.507","False","#1255cc","False","paragraph"
"[19] Goodwin, G. 2012 ""Fatal Colours"" Phoenix ISBN 978-0-7538-2817-5","9","14.507","False","#000000","False","paragraph"
"[20] ZENIT ""Number of Catholics on the Rise"", April 27, 2010, http://www.zenit.org/en/articles/number-","12","14.507","False","#000000","False","paragraph"
"of-catholics-on-the-rise","1","14.507","False","#000000","False","paragraph"
"[21] Oikarinen, J 2011 ""Founding IRC"" http://www.mirc.com/jarkko.html","7","14.507","False","#000000","False","paragraph"
"[22] Boyd, S. 2007, ""Hash Tags = Twitter Groupings"" http://stoweboyd.com/post/39877198249/hash-","10","14.507","False","#000000","False","paragraph"
"tags-twitter-groupings","1","14.507","False","#000000","False","paragraph"
"[23] Alexa Internet, ""Facebook.com Site Info"" http://www.alexa.com/siteinfo/facebook.com Retrieved","8","14.507","False","#000000","False","paragraph"
"2013 Nov 25","3","14.507","False","#000000","True","paragraph"
"[24] http://statisticbrain.com/twitter-statistics/ as of 5.7.2013","5","14.507","False","#000000","False","paragraph"
"[25] Official Google Search Blog ""Insights into what the world is searching for -- the new Google","17","14.507","False","#000000","False","paragraph"
"Trends"" Insights Search September 28, 2012 http://insidesearch.blogspot.co.il/2012/09/insights-into-","7","14.507","False","#000000","False","paragraph"
"what-world-is-searching.html","1","14.507","False","#000000","False","paragraph"
"[26] Nemiroff R J and Bonnell J T 1995 Bull Amer Astron Soc 27 1291","15","14.507","False","#000000","True","paragraph"
"[27] Simple Web Indexing System for Humans - Enhanced: http://swish-e.org 2013","11","14.507","False","#000000","False","paragraph"
"[28] Novikov I D 1992 Time machine and self-consistent evolution in problems with self-interaction Phys","15","14.507","False","#000000","False","paragraph"
"Rev D 45, 1989-1994","4","14.683","False","#1255cc","True","paragraph"
"[29] Everett H 1957 Relative State Formulation of Quantum Mechanics Rev Mod Phys 29, 454–462","15","14.507","False","#000000","True","paragraph"
"[30] Horwich P 1987 Asymmetries in Time Cambridge, MIT Press 116","11","14.507","False","#000000","True","paragraph"
"[31] Ori A 2005 A Class of Time-Machine Solutions with a Compact Vacuum Core Phys Rev Lett 95","18","14.507","False","#000000","True","paragraph"
"021101","1","14.507","False","#1255cc","True","paragraph"
