"line","is_different_style","is_font_bigger","different_color","is_font_unique","text_case","word_count","is_number","nb_of_verbs","nb_of_nouns","nb_of_cardinal_numbers","label"
"Feedback . If you provide feedback, ideas or suggestions to Spotify in connection with the Spotify for","0","0","0","1","3","17","0","3","6","0","paragraph"
"Podcasters Service or Content (“ Feedback ”), then regardless of what your accompanying communication","0","0","0","0","3","14","0","0","4","0","paragraph"
"may say, you acknowledge that the Feedback is not confidential and that you grant Spotify a worldwide,","0","0","0","1","3","17","0","5","3","0","paragraph"
"non-exclusive, irrevocable, perpetual, royalty free and unlimited license to use your Feedback in any way,","0","0","0","1","3","15","0","2","3","0","paragraph"
"for any purpose, and through any medium or technology now known or hereafter created, whether in","0","0","0","1","0","16","0","2","3","0","paragraph"
"whole or in part, and whether as modified or unmodified. Feedback is considered a type of Authorized","0","0","0","1","3","17","0","3","2","0","paragraph"
"User Content.","0","0","0","1","2","2","0","0","1","0","paragraph"
"User Rights . Aside from the rights specifically granted in the Agreements, you retain ownership of all","0","0","0","1","3","17","0","2","5","0","paragraph"
"rights, including intellectual property rights, in the Authorized User Content that you post, and you have","0","0","0","1","3","16","0","2","5","0","paragraph"
"only granted us a license as set forth in the Agreements. Where applicable and permitted under","0","0","0","1","3","16","0","3","3","0","paragraph"
"applicable law, you also agree to waive and not enforce any “moral rights” or rights, such as your right to","0","0","0","1","0","20","0","3","4","0","paragraph"
"be identified as the author of any Authorized User Content, including Feedback, and your right to object to","0","0","0","1","3","18","0","3","4","0","paragraph"
"derogatory treatment of such Authorized User Content. If such moral rights are not waivable, then you at","0","0","0","1","3","17","0","0","3","0","paragraph"
"least agree not to sue us for failure to identify you as the author of any Authorized User Content or for any","0","0","0","1","3","22","0","3","5","0","paragraph"
"use of your Authorized User Content on the Services.","0","0","0","1","2","9","0","1","3","0","paragraph"
"7. User Guidelines","1","0","0","1","2","3","0","0","1","1","heading"
"Objec tionable Content . Spotify respects intellectual property rights and expects you to do the same.","0","0","0","1","3","16","0","2","4","0","paragraph"
"We’ve established a few ground rules for you to follow when using the Service, to make sure Spotify stays","0","0","0","1","3","19","0","5","5","0","paragraph"
"enjoyable for everyone. The current rules are listed below, but these may be updated, or we may provide","0","0","0","1","3","18","0","5","3","0","paragraph"
"you with additional rules, from time to time, consistent with Section 2 above. You agree to follow these","0","0","0","1","3","18","0","2","6","0","paragraph"
"rules.","0","0","0","1","0","1","0","0","1","0","paragraph"
"6","0","0","0","1","2","1","1","0","0","1","paragraph"
"The following is not permitted for any reason whatsoever:","0","0","0","1","3","9","0","2","1","0","paragraph"
"7.1 copying, redistributing, reproducing, “ripping”, recording, transferring, performing or displaying to the","0","0","0","1","0","12","0","5","3","1","paragraph"
"public, broadcasting, or making available to the public any part of the Spotify for Podcasters","0","0","0","1","3","15","0","1","3","0","paragraph"
"Service or the Content, or otherwise making any use of the Spotify for Podcasters Service or the","0","0","0","1","3","17","0","1","5","0","paragraph"
"Content which is not expressly permitted under the Agreements or applicable law or which","0","0","0","1","3","14","0","1","3","0","paragraph"
"otherwise infringes the intellectual property rights (such as copyright) in the Spotify for Podcasters","0","0","0","1","3","14","0","1","4","0","paragraph"
"Service or the Content or any part of it;","0","0","0","1","2","9","0","0","4","0","paragraph"
"7.2 using the Spotify for Podcasters Service to import or copy any local files you do not have the legal","0","0","0","1","3","20","0","3","4","1","paragraph"
"right to import or copy in this way;","0","0","0","1","0","8","0","2","1","0","paragraph"
"7.3 transferring copies of cached Content from an authorized Terminal Device to any other device via any","0","0","0","1","3","17","0","2","4","1","paragraph"
"means;","0","0","0","1","0","1","0","1","0","0","paragraph"
"7.4 reverse-engineering, decompiling, disassembling, modifying, or creating derivative works based on","0","0","0","1","0","11","0","5","2","1","paragraph"
"the Spotify for Podcasters Service, Content or any part thereof unless permitted by applicable","0","0","0","1","3","14","0","1","4","0","paragraph"
"law;","0","0","0","1","0","1","0","0","1","0","paragraph"
"7.5 circumventing any technology used by Spotify, its licensors, or any third party to protect the Content","0","0","0","1","3","17","0","3","5","1","paragraph"
"or the Spotify for Podcasters Service;","0","0","0","1","2","6","0","0","2","0","paragraph"
"7.6 selling, renting, sub-licensing or leasing","0","0","0","1","0","6","0","1","3","1","paragraph"
"Content;","0","0","0","1","2","1","0","0","1","0","paragraph"
"of any part of the Spotify for","0","0","0","1","2","7","0","0","2","0","paragraph"
"7.7 circumventing any territorial restrictions applied by Spotify or it licensors;","0","0","0","1","3","11","0","3","3","1","paragraph"
"7.8 manipulating the Services by using a script or other automated process;","0","0","0","1","3","12","0","3","3","1","paragraph"
"Podcasters Service or the","0","0","0","1","2","4","0","0","1","0","paragraph"
"7.9 taking any action that imposes an unreasonable load on the Spotify for Podcasters Service;","0","0","0","1","3","15","0","2","4","1","paragraph"
"7.10 removing or altering any copyright, trademark, or other intellectual property notices contained on or","0","0","0","1","0","15","0","3","3","1","paragraph"
"provided through the Spotify for Podcasters Service (including for the purpose of disguising or","0","0","0","1","3","14","0","2","4","0","paragraph"
"changing any indications of the ownership or source of any Content);","0","0","0","1","3","11","0","1","4","0","paragraph"
"7.11 “crawling” the Spotify for Podcasters Service or otherwise using any automated means (including","0","0","0","1","3","14","0","4","3","1","paragraph"
"bots, scrapers, and spiders) to collect information from Spotify;","0","0","0","1","3","9","0","1","5","0","paragraph"
"7.12 framing or linking to any of the materials or information available on Spotify’s website; or","0","0","0","1","3","16","0","2","3","1","paragraph"
"7.13 deleting or altering any","0","0","0","1","0","5","0","2","0","1","paragraph"
"Podcasters Service;","0","0","0","1","2","2","0","0","1","0","paragraph"
"material Spotify or any other user makes available on the Spotify for","0","0","0","1","3","12","0","1","3","0","paragraph"
"Please respect Spotify, the owners of the Content, yourself, and other users of the Spotify for Podcasters","0","0","0","1","3","17","0","1","7","0","paragraph"
"Service. Don’t engage in any activity, submit","0","0","0","1","3","7","0","2","2","0","paragraph"
"username, which is or includes material that:","0","0","0","1","0","7","0","1","2","0","paragraph"
"any Authorized User Content, or register and/or use a","0","0","0","1","3","9","0","2","1","0","paragraph"
"7","0","0","0","1","2","1","1","0","0","1","paragraph"
"7.14 would violate any agreement to which you are a party, such as, by way of example and not limitation,","0","0","0","1","0","20","0","2","6","1","paragraph"
"an exclusive recording agreement or publishing agreement;","0","0","0","1","0","7","0","0","3","0","paragraph"
"7.15 is offensive, abusive,","0","0","0","1","0","4","0","0","0","1","paragraph"
"violence;","0","0","0","1","0","1","0","0","1","0","paragraph"
"defamatory, pornographic, threatening, obscene, or advocates or incites","0","0","0","1","0","8","0","0","2","0","paragraph"
"7.16 is illegal, or intended to promote or commit an illegal act of any kind, including but not limited to","0","0","0","1","0","20","0","5","2","1","paragraph"
"violations of intellectual property rights, privacy rights, or proprietary rights of Spotify or a third party;","0","0","0","1","3","16","0","0","6","0","paragraph"
"7.17 includes your password or purposely includes any other user’s password or purposely includes","0","0","0","1","0","14","0","3","3","1","paragraph"
"personal data of third parties or is intended to solicit such personal data;","0","0","0","1","0","13","0","2","3","0","paragraph"
"7.18 includes malicious content such as malware, Trojan horses, or viruses, or otherwise interferes with","0","0","0","1","3","15","0","1","5","1","paragraph"
"any user’s access to the Service;","0","0","0","1","3","6","0","0","3","0","paragraph"
"7.19 is intended to or does harass or bully other users;","0","0","0","1","0","11","0","2","1","1","paragraph"
"7.20 impersonates or misrepresents your affiliation with another user, person, or entity, or is otherwise","0","0","0","1","0","15","0","1","5","1","paragraph"
"fraudulent, false, deceptive, or misleading;","0","0","0","1","0","5","0","0","0","0","paragraph"
"7.21 uses automated means to artificially promote content;","0","0","0","1","0","8","0","3","2","1","paragraph"
"7.22 involves the transmission of unsolicited mass mailings or other forms of spam (“ spam ”);","0","0","0","0","0","16","0","1","5","1","paragraph"
"7.23 involves commercial or sales activities or pyramid schemes, that are not expressly authorized by","0","0","0","1","0","15","0","2","2","1","paragraph"
"Spotify;","0","0","0","1","2","1","0","1","0","0","paragraph"
"7.24 exposes confidential or proprietary information of a third party or personal information about yourself","0","0","0","1","0","15","0","0","4","1","paragraph"
"that you do not wish broadcast to people around the world;","0","0","0","1","0","11","0","1","4","0","paragraph"
"7.25 interferes with or in any way disrupts the Spotify for Podcasters Service, tampers with, breaches, or","0","0","0","1","3","17","0","1","6","1","paragraph"
"attempts to probe, scan, or test for vulnerabilities in the Service or Spotify’s computer systems, network,","0","0","0","1","3","16","0","2","3","0","paragraph"
"usage rules, or any of Spotify’s security components, authentication measures or any other protection","0","0","0","1","3","14","0","0","4","0","paragraph"
"measures applicable to the Service, the Content or any part thereof; or","0","0","0","1","3","12","0","0","4","0","paragraph"
"7.26 conflicts with the Agreements, as determined by Spotify.","0","0","0","1","3","9","0","1","3","1","paragraph"
"You agree that you will not assist or permit any person in engaging in any of the activities in Sections 7.1","0","0","0","1","3","21","0","5","5","0","paragraph"
"through 7.26.","0","0","0","1","0","2","0","0","0","1","paragraph"
"All content listed in Sections 7.1 through 7.26 is “ Objectionable Content .” You acknowledge and agree","0","0","0","0","3","17","0","3","4","1","paragraph"
"that posting any such Objectionable Content may result in immediate termination or suspension of your","0","0","0","1","3","15","0","3","3","0","paragraph"
"Spotify account.","0","0","0","1","3","2","0","1","1","0","paragraph"
"Spotify may also reclaim your username for any reason, including, but not limited to, for the purpose of","0","0","0","1","3","18","0","4","3","0","paragraph"
"giving your username to another user of the Spotify for Podcasters Service, and Spotify will have no","0","0","0","1","3","17","0","2","4","0","paragraph"
"liability to you if it does so.","0","0","0","1","0","7","0","0","3","0","paragraph"
"8","0","0","0","1","2","1","1","0","0","1","paragraph"
"Please be thoughtful about how you use the Spotify for Podcasters Service and what you submit. The","0","0","0","1","3","17","0","2","5","0","paragraph"
"Spotify for Podcasters Service includes the ability to post Authorized User Content and make certain","0","0","0","1","3","15","0","4","3","0","paragraph"
"information about you public. Remember that shared or publicly available information may be used and","0","0","0","1","3","15","0","4","3","0","paragraph"
"re-shared by other users on Spotify or across the web, and may live on in perpetuity once posted, so","0","0","0","1","3","19","0","6","4","0","paragraph"
"please submit Authorized User Content on Spotify carefully. Spotify has no responsibility for your choices","0","0","0","1","3","15","0","1","5","0","paragraph"
"to post Authorized User Content on the Service.","0","0","0","1","2","8","0","1","2","0","paragraph"
"8. Infringement and Reporting Authorized User Content","1","0","0","1","2","7","0","1","3","1","heading"
"Spotify respects the rights of intellectual property owners. If you believe that any Content infringes your","0","0","0","1","3","16","0","3","5","0","paragraph"
"intellectual property rights or other rights, see Spotify’s copyright policy, available at","0","0","0","1","3","12","0","1","4","0","paragraph"
"https://www.spotify.com/us/legal/copyright-policy . If Spotify is notified by an intellectual property owner or","0","0","0","0","3","12","0","1","2","0","paragraph"
"their agent that any Content infringes a protected legal right, then Spotify may, in its absolute discretion,","0","0","0","1","3","17","0","3","5","0","paragraph"
"take actions without prior notification to the provider of that Content. If the provider believes that the","0","0","0","1","3","17","0","2","5","0","paragraph"
"content is not infringing, the provider may submit a counter-notification to Spotify with a request to restore","0","0","0","1","3","17","0","4","4","0","paragraph"
"the removed content.If you believe that any Content does not comply with the user guidelines, please fill","0","0","0","1","3","17","0","4","4","0","paragraph"
"out our notice form .","0","0","0","0","0","5","0","0","1","0","paragraph"
"9. Service Limitations and Modifications","1","0","0","1","2","5","0","0","2","1","heading"
"Spotify will make reasonable efforts to keep the Spotify for Podcasters Service operational. However,","0","0","0","1","3","14","0","3","4","0","paragraph"
"Spotify makes no assurances that the Spotify for Podcasters Service will be available continuously on a","0","0","0","1","3","16","0","2","4","0","paragraph"
"24 x 7 x 365 basis. Certain technical difficulties or maintenance may result in temporary interruptions.","0","0","0","1","3","16","0","2","4","3","paragraph"
"Spotify reserves the right, periodically and at any time, to modify or discontinue, temporarily or","0","0","0","1","3","15","0","2","4","0","paragraph"
"permanently, functions and features of the Spotify for Podcasters Service, with or without notice, all","0","0","0","1","3","15","0","0","3","0","paragraph"
"without liability to you, except where prohibited by law, for any interruption, modification, or","0","0","0","1","0","14","0","1","5","0","paragraph"
"discontinuation of the Spotify for Podcasters Service or any function or feature thereof. You understand,","0","0","0","1","3","15","0","1","6","0","paragraph"
"agree, and accept that Spotify has no obligation to maintain, support, upgrade, or update the Service, or","0","0","0","1","3","17","0","6","3","0","paragraph"
"to provide all or any specific content through the Service. This section will be enforced to the extent","0","0","0","1","3","18","0","3","4","0","paragraph"
"permissible by applicable law. Spotify and/or the owners of any Content may, from time to time, remove","0","0","0","1","3","17","0","3","5","0","paragraph"
"any such Content without notice to the extent permitted by applicable law or the Agreements.","0","0","0","1","3","15","0","1","5","0","paragraph"
"10. Data Insights; Mistakes","1","0","0","1","2","4","0","0","1","1","heading"
"Errors . You acknowledge that Spotify for Podcasters is a free service that we are providing to you for use","0","0","0","1","3","20","0","3","7","0","paragraph"
"at our discretion. Spotify for Podcasters may provide you with the ability to view usage data of your","0","0","0","1","3","18","0","4","5","0","paragraph"
"podcast and demographic data on your fans. While we work hard to ensure the accuracy of the data, we","0","0","0","1","3","19","0","2","5","0","paragraph"
"do not guarantee that the Spotify for Podcasters Service or the data we collect from the Service will be","0","0","0","1","3","19","0","3","5","0","paragraph"
"available error-free or that mistakes, including mistakes in the data insights that we provide to you, will not","0","0","0","1","0","18","0","3","4","0","paragraph"
"happen from time to time. Where there is a glitch or mistake in the Service, we will take all reasonable","0","0","0","1","3","20","0","3","6","0","paragraph"
"efforts to address or correct these mistakes. You agree that you will hold us harmless against any","0","0","0","1","3","17","0","5","5","0","paragraph"
"damage, liability, or costs that you incur as a result of a mistake, error, or glitch in this free service or","0","0","0","1","0","21","0","3","7","0","paragraph"
"arising from your use of the data. All data is provided to you “As-Is.” You use all such data provided by us","0","0","0","1","3","22","0","4","7","0","paragraph"
"at your sole risk and discretion.","0","0","0","1","0","6","0","0","2","0","paragraph"
"Data Back-Up . Although Spotify takes reasonable precautions to preserve and protect the Content stored","0","0","0","1","3","15","0","4","4","0","paragraph"
"in the database used by Spotify to provide the Service, you shall not rely on the Service as your only","0","0","0","1","3","20","0","4","5","0","paragraph"
"9","0","0","0","1","2","1","1","0","0","1","paragraph"
"storage facility, and you should preserve backup copies of your Authorized User Content. Spotify is not","0","0","0","1","3","16","0","3","5","0","paragraph"
"liable for damage to, deletion of, or failure to store any Content.","0","0","0","1","3","12","0","1","2","0","paragraph"
"11. Customer Support","1","0","0","1","2","3","0","0","1","1","heading"
"For customer support with Account-related questions (“ Customer Support Queries” ), please submit a","0","0","0","0","3","14","0","2","3","0","paragraph"
"ticket to our customer service department using the Customer Service contact form on the Contact Us","0","0","0","0","3","16","0","1","4","0","paragraph"
"section of our website. We will use reasonable endeavors to respond to all Customer Support Queries","0","0","0","1","3","16","0","3","5","0","paragraph"
"within a reasonable time frame but we make no guarantees or warranties of any kind that any Customer","0","0","0","1","3","18","0","1","5","0","paragraph"
"Support Queries will be responded to","0","0","0","1","3","6","0","2","1","0","paragraph"
"satisfactorily answer any such queries.","0","0","0","1","0","5","0","1","1","0","paragraph"
"12. Export Control","1","0","0","1","2","3","0","0","1","1","heading"
"within any particular time frame and/or that we will be able to","0","0","0","1","0","12","0","1","2","0","paragraph"
"Spotify’s products may be subject to U.S. export and re-export control laws and regulations or similar laws","0","0","0","1","3","17","0","1","6","0","paragraph"
"applicable in other jurisdictions, including the Export Administration Regulations (“ EAR ”) maintained by","0","0","0","0","3","14","0","2","3","0","paragraph"
"the U.S. Department of Commerce, trade and economic sanctions maintained by the Treasury","0","0","0","1","3","13","0","1","5","0","paragraph"
"Department’s Office of Foreign Assets Control (“ OFAC ”), and the International Traffic in Arms Regulations","0","0","0","0","2","16","0","0","5","0","paragraph"
"(“ ITAR ”) maintained by the Department of State. You warrant that you are (1) not located in Cuba, Iran,","0","0","0","0","3","20","0","3","7","0","paragraph"
"North Korea, Sudan, or Syria; and (2) are not a denied party as specified in the regulations listed above.","0","0","0","1","3","19","0","3","5","1","paragraph"
"You agree to comply with all applicable export and re-export control laws and regulations, including the","0","0","0","1","3","16","0","3","4","0","paragraph"
"EAR, trade and economic sanctions maintained by OFAC, and the ITAR. Specifically, you agree that you","0","0","0","1","3","16","0","2","6","0","paragraph"
"shall not – directly or indirectly – sell, export, re-export, transfer, divert, or otherwise dispose of any","0","0","0","1","0","17","0","3","3","0","paragraph"
"products, software, or technology (including products derived from or based on such technology) received","0","0","0","1","0","14","0","4","5","0","paragraph"
"from Spotify under the Agreements to any destination, entity, or person prohibited by any applicable laws","0","0","0","1","3","16","0","1","6","0","paragraph"
"or regulations of the United States or any other jurisdiction without obtaining prior authorization from the","0","0","0","1","3","16","0","1","4","0","paragraph"
"competent government authorities as required by those laws and regulations. This export control clause","0","0","0","1","3","14","0","1","4","0","paragraph"
"shall survive termination or cancellation of the Agreements.","0","0","0","1","3","8","0","2","3","0","paragraph"
"13. Term and Termination","1","0","0","1","2","4","0","0","2","1","heading"
"Term; Perpetual License . The Agreements will continue to apply to you until terminated by either you or","0","0","0","1","3","18","0","4","5","0","paragraph"
"Spotify. However, you acknowledge and agree that the perpetual license granted by you in relation to","0","0","0","1","3","16","0","4","3","0","paragraph"
"Authorized User Content, including Feedback, is irrevocable and will therefore continue after expiration or","0","0","0","1","3","14","0","3","3","0","paragraph"
"termination of any of the Agreements for any reason.","0","0","0","1","3","9","0","0","3","0","paragraph"
"Termination . Spotify may terminate the Agreements or suspend your access to the Spotify for Podcasters","0","0","0","1","3","16","0","3","6","0","paragraph"
"Service at any time for any reason, including in the event of your actual or suspected unauthorized use of","0","0","0","1","3","19","0","2","5","0","paragraph"
"the Spotify for Podcasters Service and/or Content, or non-compliance with the Agreements, without notice","0","0","0","1","3","14","0","0","6","0","paragraph"
"and without liability to you. Spotify may also terminate this Agreement, and/or, alternatively in Spotify’s","0","0","0","1","3","15","0","2","5","0","paragraph"
"sole discretion, permanently or temporarily suspend","0","0","0","1","0","6","0","1","1","0","paragraph"
"Authorized User Content to Spotify in the event that,","0","0","0","1","3","9","0","2","2","0","paragraph"
"identified as a repeat infringer.","0","0","0","1","0","5","0","1","1","0","paragraph"
"with im mediate effect your ability to provide","0","0","0","1","0","8","0","2","2","0","paragraph"
"in Spotify’s reasonable determination, you are","0","0","0","1","3","6","0","0","3","0","paragraph"
"Customer Support After Termination . If you or Spotify terminate the Agreements, or if Spotify suspends","0","0","0","1","3","16","0","2","6","0","paragraph"
"your access to the Spotify for Podcasters Service, you agree that Spotify shall have no liability or","0","0","0","1","3","17","0","2","6","0","paragraph"
"responsibility to you. To learn how to terminate your Spotify account, please contact us through the","0","0","0","1","3","16","0","3","4","0","paragraph"
"10","0","0","0","1","2","1","1","0","0","1","paragraph"
"Customer Service contact form on the Contact Us section of our website. This section will be enforced to","0","0","0","0","3","18","0","2","4","0","paragraph"
"the extent permissible by applicable law. You may terminate the Agreements at any time .","0","0","0","1","3","15","0","2","5","0","paragraph"
"Survival Clauses . Sections 1, 4, 6, 7 and 9 – 22 herein, as well as any other sections of the Agreements","0","0","0","1","3","22","0","1","4","3","paragraph"
"that, either explicitly or by their nature, must remain in effect even after termination of the Agreements,","0","0","0","1","3","17","0","2","4","0","paragraph"
"shall survive termination.","0","0","0","1","0","3","0","2","1","0","paragraph"
"14. Warranty and Disclaimer","1","0","0","1","2","4","0","0","2","1","heading"
"THE FOLLOWING WARRANTY DISCLAIMER APPLIES TO THE FULLEST EXTENT PERMITTED BY","0","0","0","1","1","11","0","2","2","0","paragraph"
"LAW:","0","0","0","1","1","1","0","0","1","0","paragraph"
"WE ENDEAVOUR TO PROVIDE THE BEST SERVICE WE CAN, BUT YOU UNDERSTAND AND","0","0","0","1","1","13","0","3","3","0","paragraph"
"AGREE THAT THE SPOTIFY FOR PODCASTERS SERVICE IS PROVIDED “AS IS” AND “AS","0","0","0","1","1","13","0","3","3","0","paragraph"
"AVAILABLE”, WITHOUT EXPRESS OR IMPLIED WARRANTY OR CONDITION OF ANY KIND. YOU","0","0","0","1","1","12","0","0","5","0","paragraph"
"USE THE SPOTIFY FOR PODCASTERS SERVICE AT YOUR OWN RISK. SPOTIFY AND ALL","0","0","0","1","1","13","0","2","3","0","paragraph"
"OWNERS OF THE CONTENT MAKE NO REPRESENTATIONS AND DISCLAIM ANY WARRANTIES","0","0","0","1","1","11","0","1","5","0","paragraph"
"OR CONDITIONS OF SATISFACTORY QUALITY, MERCHANTABILITY, FITNESS FOR A","0","0","0","1","1","9","0","0","4","0","paragraph"
"PARTICULAR PURPOSE, AND NON-INFRINGEMENT. NEITHER SPOTIFY NOR ANY OWNER OF","0","0","0","1","1","10","0","1","4","0","paragraph"
"CONTENT WARRANTS THAT THE SPOTIFY FOR PODCASTERS SERVICE IS FREE OF MALWARE","0","0","0","1","1","12","0","1","4","0","paragraph"
"OR OTHER HARMFUL COMPONENTS. IN ADDITION, SPOTIFY MAKES NO REPRESENTATION NOR","0","0","0","1","1","11","0","1","2","0","paragraph"
"DOES IT WARRANT, ENDORSE, GUARANTEE, OR ASSUME RESPONSIBILITY FOR ANY THIRD","0","0","0","1","1","11","0","1","4","0","paragraph"
"PARTY APPLICATIONS (OR THE CONTENT THEREOF), USER CONTENT, OR ANY OTHER","0","0","0","1","1","11","0","0","3","0","paragraph"
"PRODUCT OR SERVICE ADVERTISED OR OFFERED BY A THIRD PARTY ON, THROUGH OR FROM","0","0","0","1","1","14","0","1","1","0","paragraph"
"THE SPOTIFY FOR PODCASTERS SERVICE OR ANY HYPERLINKED WEBSITE, OR FEATURED IN","0","0","0","1","1","12","0","0","3","0","paragraph"
"ANY BANNER OR OTHER ADVERTISING. YOU UNDERSTAND AND AGREE THAT SPOTIFY IS NOT","0","0","0","1","1","13","0","3","3","0","paragraph"
"RESPONSIBLE OR LIABLE FOR ANY TRANSACTION BETWEEN YOU AND THIRD PARTY","0","0","0","1","1","11","0","1","4","0","paragraph"
"PROVIDERS OF THIRD PARTY APPLICATIONS OR PRODUCTS OR SERVICES ADVERTISED ON","0","0","0","1","1","11","0","0","4","0","paragraph"
"OR THROUGH THE SPOTIFY FOR PODCASTERS SERVICE. AS WITH ANY PURCHASE OF A","0","0","0","1","1","13","0","0","3","0","paragraph"
"PRODUCT OR SERVICE THROUGH ANY MEDIUM OR IN ANY ENVIRONMENT, YOU SHOULD USE","0","0","0","1","1","13","0","2","4","0","paragraph"
"YOUR JUDGMENT AND","0","0","0","1","1","3","0","0","1","0","paragraph"
"INFORMATION WHETHER","0","0","0","1","1","2","0","0","0","0","paragraph"
"EXERCISE CAUTION","0","0","0","1","1","2","0","0","1","0","paragraph"
"ORAL OR IN WRITING","0","0","0","1","1","4","0","1","1","0","paragraph"
"WHERE APPROPRIATE. NO ADVICE OR","0","0","0","1","1","5","0","0","2","0","paragraph"
"OBTAINED BY YOU FROM SPOTIFY SHALL","0","0","0","1","1","6","0","2","1","0","paragraph"
"CREATE ANY WARRANTY ON BEHALF OF SPOTIFY IN THIS REGARD.","0","0","0","1","1","10","0","1","3","0","paragraph"
"THIS DOES NOT AFFECT YOUR STATUTORY RIGHTS AS A CONSUMER.","0","0","0","1","1","10","0","2","1","0","paragraph"
"Limitation","1","0","0","1","2","1","0","0","1","0","heading"
"YOU AGREE THAT, TO THE FULLEST EXTENT PERMITTED BY LAW, YOUR SOLE AND EXCLUSIVE","0","0","0","1","1","14","0","2","5","0","paragraph"
"REMEDY FOR ANY PROBLEMS OR DISSATISFACTION WITH THE SPOTIFY FOR PODCASTERS","0","0","0","1","1","11","0","0","4","0","paragraph"
"SERVICE IS TO UNINSTALL ANY SPOTIFY SOFTWARE AND TO STOP USING THE SPOTIFY FOR","0","0","0","1","1","14","0","4","3","0","paragraph"
"PODCASTERS SERVICE. WHILE SPOTIFY ACCEPTS NO RESPONSIBILITY FOR THIRD PARTY","0","0","0","1","1","10","0","0","4","0","paragraph"
"APPLICATIONS OR THE CONTENT THEREOF, AND WHILE YOUR RELATIONSHIP WITH SUCH","0","0","0","1","1","11","0","0","4","0","paragraph"
"THIRD PARTY APPLICATIONS MAY BE GOVERNED BY SEPARATE AGREEMENTS WITH SUCH","0","0","0","1","1","11","0","2","2","0","paragraph"
"THIRD PARTIES, TO THE FULLEST EXTENT PERMITTED BY LAW, YOUR SOLE AND EXCLUSIVE","0","0","0","1","1","13","0","1","5","0","paragraph"
"REMEDY, AS WITH RESPECT TO SPOTIFY, FOR ANY PROBLEMS OR DISSATISFACTION WITH","0","0","0","1","1","12","0","0","3","0","paragraph"
"THIRD PARTY APPLICATIONS OR THE CONTENT","0","0","0","1","1","6","0","0","2","0","paragraph"
"USING ANY SUCH THIRD PARTY APPLICATIONS.","0","0","0","1","1","6","0","1","1","0","paragraph"
"THEREOF, IS TO UNINSTALL AND/OR STOP","0","0","0","1","1","6","0","1","1","0","paragraph"
"11","0","0","0","1","2","1","1","0","0","1","paragraph"
"TO THE FULLEST EXTENT PERMITTED BY LAW, IN NO EVENT WILL SPOTIFY, ITS OFFICERS,","0","0","0","1","1","14","0","2","3","0","paragraph"
"SHAREHOLDERS, EMPLOYEES, AGENTS, DIRECTORS, SUBSIDIARIES, AFFILIATES,","0","0","0","1","1","6","0","0","6","0","paragraph"
"SUCCESSORS, ASSIGNS, SUPPLIERS, OR LICENSORS BE LIABLE FOR (1) ANY INDIRECT,","0","0","0","1","1","11","0","2","4","0","paragraph"
"SPECIAL, INCIDENTAL, PUNITIVE, EXEMPLARY, OR CONSEQUENTIAL DAMAGES; (2) ANY LOSS","0","0","0","1","1","10","0","0","6","1","paragraph"
"OF USE, DATA, BUSINESS, OR PROFITS (WHETHER DIRECT OR INDIRECT), IN ALL CASES","0","0","0","1","1","13","0","0","6","0","paragraph"
"ARISING OUT OF THE USE OR INABILITY TO USE THE SPOTIFY FOR PODCASTERS SERVICE,","0","0","0","1","1","14","0","2","4","0","paragraph"
"THIRD PARTY APPLICATIONS, OR THIRD PARTY APPLICATION CONTENT, REGARDLESS OF","0","0","0","1","1","10","0","0","2","0","paragraph"
"LEGAL THEORY, WITHOUT REGARD","0","0","0","1","1","4","0","0","2","0","paragraph"
"POSSIBILITY OF THOSE DAMAGES,","0","0","0","1","1","4","0","1","1","0","paragraph"
"TO WHETHER SPOTIFY HAS BEEN WARNED OF THE","0","0","0","1","1","8","0","2","1","0","paragraph"
"AND EVEN IF A REMEDY FAILS OF ITS ESSENTIAL","0","0","0","1","1","9","0","1","2","0","paragraph"
"PURPOSE; OR (3) AGGREGATE LIABILITY","0","0","0","1","1","5","0","0","2","1","paragraph"
"PODCASTERS SERVICE, THIRD PARTY","0","0","0","1","1","4","0","0","2","0","paragraph"
"FOR ALL CLAIMS RELATING TO THE SPOTIFY FOR","0","0","0","1","1","8","0","1","2","0","paragraph"
"APPLICATIONS, OR THIRD PARTY APPLICATION","0","0","0","1","1","5","0","0","2","0","paragraph"
"CONTENT MORE THAN THE AMOUNTS PAID BY YOU TO SPOTIFY DURING THE PRIOR TWELVE","0","0","0","1","1","14","0","1","3","0","paragraph"
"MONTHS IN QUESTION, TO THE EXTENT PERMISSIBLE BY APPLICABLE LAW.","0","0","0","1","1","10","0","1","3","0","paragraph"
"Nothing in the Agreements removes or limits Spotify’s liability for fraud, fraudulent misrepresentation,","0","0","0","1","3","13","0","2","5","0","paragraph"
"death or personal injury caused by its negligence, and, if required by law,","0","0","0","1","0","13","0","2","4","0","paragraph"
"aspects of this section may not apply in some jurisdictions if prohibited by law.","0","0","0","1","0","14","0","3","4","0","paragraph"
"16. Third Party Rights","1","0","0","1","2","4","0","0","1","1","heading"
"gross negligence. Some","0","0","0","1","3","3","0","0","1","0","paragraph"
"No Third Party Beneficiaries . Other than as set out in this section, the Agreements are not intended to","0","0","0","1","3","19","0","2","3","0","paragraph"
"grant rights to anyone except you and Spotify, and in no event shall the Agreements create any third party","0","0","0","1","3","19","0","3","6","0","paragraph"
