"line","is_different_style","is_font_bigger","different_color","is_font_unique","text_case","word_count","is_number","nb_of_verbs","nb_of_nouns","nb_of_cardinal_numbers","label"
"In addition to searching for prescient information that time travelers might have left archived passively on","0","0","0","0","3","16","0","4","3","0","paragraph"
"the Internet, another approach used was to make a request for time travelers to actively respond to a","0","0","0","0","3","18","0","3","4","0","paragraph"
"request for a prescient communication. The main idea was not to converse with individual time travelers,","0","0","0","1","3","16","0","1","4","0","paragraph"
"but rather to encourage a single interchange indicating that time travel has become possible in the future.","0","0","0","1","0","17","0","3","3","0","paragraph"
"The versatility of this approach allowed for the inclusion of additional information about whether time","0","0","0","1","3","15","0","1","5","0","paragraph"
"travel can alter these authors' past.","0","0","0","1","0","6","0","2","2","0","paragraph"
"An experiment designed to encourage such active communication was structured as follows. A post","0","0","0","1","3","14","0","4","3","0","paragraph"
"was created in 2013 September on a publicly available online bulletin board requesting that one of two","0","0","0","1","3","17","0","2","2","2","paragraph"
"hashtags be tweeted or emailed before a certain date.","0","0","0","1","0","9","0","2","2","0","paragraph"
"respond with a communication including either the","0","0","0","1","0","7","0","2","1","0","paragraph"
"""#ICannotChangeThePast2"" on or before 2013 August.","0","0","0","1","3","6","0","0","2","0","paragraph"
"Specifically, time travelers were requested to","0","0","0","1","3","6","0","1","1","0","paragraph"
"hashtagged term ""#ICanChangeThePast2"" or","0","0","0","1","3","4","0","0","2","0","paragraph"
"A message incorporating the hashtagged term ""#ICannotChangeThePast2"" would indicate that time","0","0","0","1","3","11","0","4","4","0","paragraph"
"travel to the past is possible but that the time traveler believes that they do not have the ability to alter the","0","0","0","1","0","22","0","3","5","0","paragraph"
"authors' past. A universe where the past cannot be changed is termed as having a ""fixed history"", where","0","0","0","1","3","18","0","5","4","0","paragraph"
"history can be regarded as a single timeline. Such universes may uphold the Novikov Self-Consistency","0","0","0","1","3","15","0","4","4","0","paragraph"
"Conjecture [28]. For example, in a fixed history universe, nothing the time traveler could do would","0","0","0","1","3","16","0","2","5","1","paragraph"
"change the existence of the Wars of the Roses, so content involving that event could always be found by","0","0","0","1","3","19","0","4","5","0","paragraph"
"the authors on the Internet.","0","0","0","1","3","5","0","0","2","0","paragraph"
"Conversely, a message incorporating the hashtagged term ""#ICanChangeThePast2"" would indicate that","0","0","0","1","3","11","0","4","3","0","paragraph"
"time travel to the past is possible and that the time traveler can demonstrate the ability to alter the authors'","0","0","0","1","0","20","0","3","5","0","paragraph"
"past. Theoretical universes where the past can be changed are termed as having a ""plastic history"", where","0","0","0","1","3","17","0","4","3","0","paragraph"
"history cannot be regarded as a single timeline [29]. For example, in a plastic history universe, a time","0","0","0","1","3","18","0","2","4","1","paragraph"
"traveler might have the ability to go back and change history so that the Wars of the Roses never occurred","0","0","0","1","3","20","0","4","5","0","paragraph"
"in the past of the authors, with the result that the authors would not be able to find content about this","0","0","0","1","0","21","0","2","5","0","paragraph"
"event on the Internet. Time travel in a plastic history universe could introduce seeming logical","0","0","0","1","3","15","0","3","4","0","paragraph"
"conundrums such as the ""grandfather paradox"" [30], where the time traveler's grandfather, for example,","0","0","0","1","0","14","0","0","4","0","paragraph"
"could be killed young enough to sabotage the very existence of the time traveler. It is not the purpose of","0","0","0","1","3","20","0","3","4","0","paragraph"
"this section to detail, debate, or resolve logical conundrums convolved with plastic histories -- just to","0","0","0","1","0","16","0","2","5","0","paragraph"
"carry out a simple test for them.","0","0","0","1","0","7","0","1","2","0","paragraph"
"In 2013 August we searched all of Twitter for the hashtag ""#ICanChangeThePast2"" and found no","0","0","0","1","3","15","0","2","5","0","paragraph"
"occurrences. Starting in 2013 September, time travelers were publically requested to go into their past and","0","0","0","1","3","16","0","3","4","0","paragraph"
"tweet ""#ICanChangeThePast2"" before 2013 August to demonstrate this ability. After this request, later in","0","0","0","1","3","14","0","1","4","0","paragraph"
"2013 September, we again searched Twitter for the same hashtag, but only for a tweet with a posting date","0","0","0","1","3","19","0","2","5","0","paragraph"
"before 2013 August, as requested. For such a tweet to have been found only in the second search and not","0","0","0","1","3","20","0","2","3","0","paragraph"
"the first, a time traveler would have had to have known about the advertisement posted in 2013","0","0","0","1","0","17","0","4","3","0","paragraph"
"September, go back in time to before 2013 August, send the prescient tweet, and have this tweet appear","0","0","0","1","3","18","0","3","4","0","paragraph"
"only in our later Twitter search in 2013 September. Assuming no spoofing, the only way this can happen","0","0","0","1","3","18","0","3","3","0","paragraph"
"is if time travelers can change our past with their actions.","0","0","0","1","0","11","0","2","3","0","paragraph"
"Similarly, in 2013 August, we searched the cataloged email sent to ""home.nemiroff@yahoo.com"" for a","0","0","0","1","3","14","0","3","3","0","paragraph"
"communication with the term ""#ICanChangeThePast2"" in the subject line and found no occurrences.","0","0","0","1","3","13","0","1","5","0","paragraph"
"Starting in 2013 September, time travelers were publically requested to go into their past and send an","0","0","0","1","3","17","0","4","3","0","paragraph"
"email with ""#ICanChangeThePast2"" in the subject line to ""home.nemiroff@yahoo.com"" before anytime","0","0","0","1","3","11","0","0","3","0","paragraph"
"between 2008 November, the month after this email address was created, and 2013 August.","0","0","0","1","3","14","0","1","3","0","paragraph"
"Alternatively, time travelers who believe that they cannot change the past were requested to tweet","0","0","0","1","3","15","0","5","4","0","paragraph"
"""#ICannotChangeThePast2"" on or before 2013 August, or include that hashtag at the end of an email sent","0","0","0","1","3","17","0","2","5","0","paragraph"
"to ""home.nemiroff@yahoo.com"" between 2008 November and 2013 August.","0","0","0","1","3","8","0","0","2","0","paragraph"
"experiment, we were careful NOT to search Twitter or email until after the","0","0","0","1","3","13","0","1","3","0","paragraph"
"For this part of the","0","0","0","1","2","5","0","0","1","0","paragraph"
"hashtag was publicly","0","0","0","1","0","3","0","0","1","0","paragraph"
"advertised in 2013 September. Therefore, by not pursuing a pre-advertisement search, the past might not","0","0","0","1","3","15","0","3","3","0","paragraph"
"have had to be changed in order for this tweet to have been discovered in 2013 September.","0","0","0","1","3","17","0","3","3","0","paragraph"
"Advantages of using Twitter for this active search include that tweets are discoverable by anyone with","0","0","0","1","3","16","0","2","5","0","paragraph"
"sufficient access to the Internet and so are publically falsifiable. Advantages to using email include the","0","0","0","1","3","16","0","2","4","0","paragraph"
"relative ease of acquiring even a temporary email account, and the relative amount of privacy -- perhaps","0","0","0","1","0","17","0","1","4","0","paragraph"
"preferred by the time traveler -- inherent in a private email message.","0","0","0","1","0","12","0","1","2","0","paragraph"
"Unfortunately, as of this writing, no prescient tweets or emails were received. Given the additional","0","0","0","1","3","15","0","2","3","0","paragraph"
"exposure that the public listing of this manuscript gains, we will continue to search, on occasion, for","0","0","0","1","0","17","0","3","4","0","paragraph"
"active tweets and emails involving potential time travel.","0","0","0","1","0","8","0","1","3","0","paragraph"
"6. Summary and Conclusions","1","0","0","1","2","4","0","0","2","1","heading"
"The discovery of time travel into the past could be transformative not only to physics but humanity. Its","0","0","0","1","3","18","0","1","5","0","paragraph"
"uses might be many and varied -- probably enlightening, but possibly catastrophic. Unlike modern","0","0","0","1","3","14","0","2","1","0","paragraph"
"searches for dark matter and dark energy, however, modern searches for time travel are comparatively","0","0","0","1","0","15","0","0","5","0","paragraph"
"rare. Given the modern ubiquity of the Internet, though, there now exists new, far reaching, and falsifiable","0","0","0","1","3","17","0","3","2","0","paragraph"
"methods to search for time travelers.","0","0","0","1","0","6","0","1","2","0","paragraph"
"Technically, what was searched for here was not physical time travelers themselves, but rather","0","0","0","1","3","14","0","1","3","0","paragraph"
"informational traces left by them. Although such information might be left by physical time travelers,","0","0","0","1","3","15","0","3","4","0","paragraph"
"conceivably only information itself could be sent back in time, which would be a type of time travel that","0","0","0","1","0","19","0","3","5","0","paragraph"
"might not directly involve the backwards transport of a significant amount of energy or momentum. This","0","0","0","1","3","16","0","2","4","0","paragraph"
"might be considered, by some, a more palatable mode of backwards time travel than transferring","0","0","0","1","0","15","0","3","1","0","paragraph"
"significant amounts of matter or energy back in time, as the later might break, quite coarsely, local","0","0","0","1","0","17","0","2","4","0","paragraph"
"conservation of energy and momentum [31]. For example, were the same person at different epochs to","0","0","0","1","3","16","0","0","6","0","paragraph"
"stand next to themselves, the energy tied into their own rest mass seems not to have been conserved.","0","0","0","1","0","18","0","4","3","0","paragraph"
"Similarly, instantaneous time travel to the same place on Earth might violate conservation of momentum,","0","0","0","1","3","15","0","2","5","0","paragraph"
"as the motion of the Earth around the Sun (etc.) might delegate a significant change in momentum for a","0","0","0","1","3","19","0","2","5","0","paragraph"
"corporeal object even over a time scale of minutes.","0","0","0","1","0","9","0","0","3","0","paragraph"
"Although the negative results reported here may indicate that time travelers from the future are not","0","0","0","1","3","16","0","3","3","0","paragraph"
"among us and cannot communicate with us over the modern day Internet, they are by no means proof.","0","0","0","1","3","18","0","2","6","0","paragraph"
"There are many reasons for this. First, it may be physically impossible for time travelers to leave any","0","0","0","1","3","18","0","2","3","0","paragraph"
"lasting remnants of their stay in the past, including even non-corporeal informational remnants on the","0","0","0","1","0","15","0","2","4","0","paragraph"
"Internet. Next, it may be physically impossible for us to find such information as that would violate some","0","0","0","1","3","18","0","4","4","0","paragraph"
"yet-unknown law of physics, possibly similar to the Chronology Protection Conjecture [16]. Furthermore,","0","0","0","1","3","13","0","0","3","1","paragraph"
"time travelers may not want to be found, and may be good at covering their tracks. Additionally, time","0","0","0","1","3","18","0","5","3","0","paragraph"
"travelers just may not have left the specific event tags that we were searching for. Finally, our searches","0","0","0","1","3","18","0","3","4","0","paragraph"
"were not comprehensive, so that even if time travelers left the exact event tags searched for here, we","0","0","0","1","0","18","0","2","3","0","paragraph"
"might have missed them due to human error, oversight, incompleteness of Internet catalogs and searches,","0","0","0","1","3","15","0","2","4","0","paragraph"
"or inaccurate content time tags.","0","0","0","1","0","5","0","1","1","0","paragraph"
"Nevertheless, given the current prevalence of the Internet, its numerous portals around the globe, and","0","0","0","1","3","15","0","1","3","0","paragraph"
"its numerous uses in communication, this search might","0","0","0","1","0","8","0","1","2","0","paragraph"
"comprehensive search yet for time travel from the future.","0","0","0","1","0","9","0","0","3","0","paragraph"
"Acknowledgements","1","0","0","1","2","1","0","0","1","0","heading"
"be considered the most sensitive and","0","0","0","1","0","6","0","1","0","0","paragraph"
"We thank Noah Brosch, Abhilash Kantamneni, Jerry Bonnell and members of the online bulletin board","0","0","0","1","3","15","0","1","6","0","paragraph"
"The Asterisk for helpful discussions. We also thank Stephen Fantasia for help in understanding the APOD","0","0","0","1","3","16","0","2","6","0","paragraph"
"log files and Andrew Robare for suggesting ""Pope Francis"" as the basis for useful search terms.","0","0","0","1","3","16","0","1","5","0","paragraph"
"References","1","0","0","1","2","1","0","0","1","0","heading"
"[1] For a good introduction to the physics of time travel, see, for example, Gott, J R 2002 ""Time Travel in","0","0","0","1","3","21","0","1","6","1","paragraph"
"Einstein's Universe: The Physical Possibilities of Travel Through Time"" Mariner Books ISBN-13: 978-","0","0","0","1","2","13","0","0","5","0","paragraph"
"0618257355","0","0","0","1","2","1","1","0","0","0","paragraph"
"[2] Vyasa: The Maharabata (~1000 BC)","0","0","0","1","2","6","0","0","2","1","paragraph"
"[3] Talmud (~300 AD)","0","0","0","1","2","4","0","0","2","1","paragraph"
"[4] Nihongi (~700 AD)","0","0","0","1","2","4","0","0","2","0","paragraph"
"[5] Madden S 1733 Memoirs of the Twentieth Century Garland Publishing ISBN: 0824005708","0","0","0","0","2","13","0","0","3","1","paragraph"
"[6] Wells H G 1895 The Time Machine William Heinemann Publishing ISBN: 0486284727","0","0","0","0","2","13","0","0","2","1","paragraph"
"[7] Newman S, Webber C E, and Wilson D 1963 Doctor Who (television series) British Broadcasting","0","0","0","0","3","16","0","0","5","0","paragraph"
"Corporation","0","0","0","1","2","1","0","0","1","0","paragraph"
"[8] Zemeckis R 1985 Back to the Future (film) Amblin Entertainment","0","0","0","0","3","11","0","0","4","0","paragraph"
"[9] Einstein A 1905 On the electrodynamics of moving bodies Annalen der Physik 17 (10) 891-921","0","0","0","0","3","16","0","1","3","3","paragraph"
"[10] Langevin P 1911 The evolution of space and time Scientia X: 31–54","0","0","0","0","3","13","0","0","4","1","paragraph"
"[11] Hafele J C and Keating R E 1972 Around-the-World Atomic Clocks: Observed Relativistic Time","0","0","0","1","2","15","0","1","2","1","paragraph"
"Gains Science 177 168-170","0","0","0","0","2","4","0","0","1","2","paragraph"
"[12] Tolman R C 1917 The theory of the Relativity of Motion Berkeley 54","0","0","0","0","3","14","0","0","4","1","paragraph"
"[13] Gödel K 1949 An example of a new type of cosmological solutions of Einstein's field equations of","0","0","0","1","3","18","0","0","5","1","paragraph"
"gravitation Rev Mod Phys 21 447","0","0","1","0","3","6","0","0","1","0","paragraph"
"[14] Morris M S, Thorne K and Yurtsever U 1988 Wormholes: Time Machines, and the Weak Energy","0","0","0","1","2","17","0","0","6","1","paragraph"
"Condition Phys Rev Lett 61 1446-1449","0","0","1","0","2","6","0","0","1","0","paragraph"
"[15] Gott J and Richard I 1991 Closed timelike curves produced by pairs of moving cosmic strings: exact","0","0","0","1","3","18","0","4","5","1","paragraph"
"solutions Phys Rev Lett 66 1126 - 1129","0","0","1","0","3","8","0","0","1","0","paragraph"
"[16] Hawking SW 1992 The chronology protection conjecture Phys Rev D 46 603-611","0","0","0","0","3","13","0","0","3","3","paragraph"
"[17] Dorai 2005 See, for example, Peplow, M., Time travellers snub conference. Nature, 2005 May 11,","0","0","0","0","3","16","0","1","6","1","paragraph"
"doi:10.1038/news050509-9 (2005)","0","0","0","1","0","2","0","0","1","0","paragraph"
"[18] Hawking S 2011""Stephen Hawking - Time Traveller's Party"" Discovery Communications","0","0","0","0","2","11","0","0","2","2","paragraph"
"http://www.youtube.com/watch?v=elah3i_WiFI","0","0","1","1","3","1","0","0","0","0","paragraph"
"[19] Goodwin, G. 2012 ""Fatal Colours"" Phoenix ISBN 978-0-7538-2817-5","0","0","0","1","3","9","0","0","3","1","paragraph"
"[20] ZENIT ""Number of Catholics on the Rise"", April 27, 2010, http://www.zenit.org/en/articles/number-","0","0","0","1","3","12","0","0","3","2","paragraph"
"of-catholics-on-the-rise","0","0","0","1","0","1","0","0","2","0","paragraph"
"[21] Oikarinen, J 2011 ""Founding IRC"" http://www.mirc.com/jarkko.html","0","0","0","1","3","7","0","1","0","1","paragraph"
"[22] Boyd, S. 2007, ""Hash Tags = Twitter Groupings"" http://stoweboyd.com/post/39877198249/hash-","0","0","0","1","3","10","0","0","4","1","paragraph"
"tags-twitter-groupings","0","0","0","1","0","1","0","0","1","0","paragraph"
"[23] Alexa Internet, ""Facebook.com Site Info"" http://www.alexa.com/siteinfo/facebook.com Retrieved","0","0","0","1","3","8","0","1","1","1","paragraph"
"2013 Nov 25","0","0","0","1","2","3","0","0","1","2","paragraph"
"[24] http://statisticbrain.com/twitter-statistics/ as of 5.7.2013","0","0","0","0","0","5","0","0","2","2","paragraph"
"[25] Official Google Search Blog ""Insights into what the world is searching for -- the new Google","0","0","0","1","3","17","0","1","4","1","paragraph"
"Trends"" Insights Search September 28, 2012 http://insidesearch.blogspot.co.il/2012/09/insights-into-","0","0","0","1","3","7","0","0","2","0","paragraph"
"what-world-is-searching.html","0","0","0","1","0","1","0","0","1","0","paragraph"
"[26] Nemiroff R J and Bonnell J T 1995 Bull Amer Astron Soc 27 1291","0","0","0","0","2","15","0","0","1","1","paragraph"
"[27] Simple Web Indexing System for Humans - Enhanced: http://swish-e.org 2013","0","0","0","0","3","11","0","1","1","1","paragraph"
"[28] Novikov I D 1992 Time machine and self-consistent evolution in problems with self-interaction Phys","0","0","0","0","3","15","0","0","6","1","paragraph"
"Rev D 45, 1989-1994","0","0","1","0","2","4","0","0","1","0","paragraph"
"[29] Everett H 1957 Relative State Formulation of Quantum Mechanics Rev Mod Phys 29, 454–462","0","0","0","0","2","15","0","0","1","3","paragraph"
"[30] Horwich P 1987 Asymmetries in Time Cambridge, MIT Press 116","0","0","0","0","2","11","0","0","2","2","paragraph"
"[31] Ori A 2005 A Class of Time-Machine Solutions with a Compact Vacuum Core Phys Rev Lett 95","0","0","0","0","2","18","0","1","3","0","paragraph"
"021101","0","0","1","1","2","1","1","0","0","0","paragraph"
