"line","is_font_bigger","is_different_style","is_font_unique","is_title_case","label"
"than TableSeer. To solve this problem, we need to detect the","False","False","True","False","paragraph"
"rows that do not contain table cells, but other elements, such","False","False","True","False","paragraph"
"as graphs. TAO may extract the information of two different","False","False","True","False","paragraph"
"cells into a unique cell. Even though this issue is related to","False","False","True","False","paragraph"
"PDFMiner’s output, we need to analyze cells further to pro-","False","False","True","False","paragraph"
"duce more accurate information. Although it is uncommon","False","False","True","False","paragraph"
"to ﬁnd two consecutive horizontal tables, TAO needs to learn","False","False","True","False","paragraph"
"how to separate them. The distance between table rows and","False","False","True","False","paragraph"
"two consecutive tables may vary in a single document, mak-","False","False","True","False","paragraph"
"ing it more difﬁcult for TAO to separate tables consistenly.","False","False","True","False","paragraph"
"However, TAO still performs satisfactorily.","False","False","True","False","paragraph"
"Finally, for completeness and to quantitatively assess the","False","False","True","False","paragraph"
"generality of our method, we report aggregated experiments","False","False","True","False","paragraph"
"using the COMBINED dataset. Table 1 reports a summary","False","False","False","False","paragraph"
"for table detection and recognition for TAO and TableSeer.","False","False","True","False","paragraph"
"TAO is more robust and general because TableSeer depends","False","False","True","False","paragraph"
"on particular keywords to perform accurate Table Detection.","False","False","True","False","paragraph"
"TAO recognized and extracted 17, 242 correct table cells,","False","False","False","False","paragraph"
"while TableSeer recognized only 6, 389. Similarly, TAO is","False","False","False","False","paragraph"
"more general and robust than Pdf-trex because it can han-","False","False","True","False","paragraph"
"dle double-column documents and Pdf-trex cannot, as doc-","False","False","True","False","paragraph"
"umented in (Oro and Ruffolo 2009).","False","False","True","False","paragraph"
"The K-NN method produced rapid and accurate results","False","False","True","False","paragraph"
"using training data with characteristics of different table for-","False","False","True","False","paragraph"
"mats. The training sets can increment data from more table","False","False","True","False","paragraph"
"formats. TAO’s prototype enables to submit a PDF docu-","False","False","True","False","paragraph"
"ment online, and receive the output by email with the orga-","False","False","True","False","paragraph"
"nized table’s information in JSON.","False","False","True","False","paragraph"
"4 Related Work","True","False","True","True","heading"
"This section describes brieﬂy a) general deﬁnitions of ta-","False","False","True","False","paragraph"
"ble identiﬁcation, b) document converters, and c) works that","False","False","True","False","paragraph"
"perform table identiﬁcation and to which we compare TAO’s","False","False","True","False","paragraph"
"performance.","False","False","True","False","paragraph"
"Wang analyzes the importance of the physical and logical","False","False","True","False","paragraph"
"elements in tables (Wang 1996), and describes the main table","False","False","True","False","paragraph"
"functions: to identify, understand, search and compare infor-","False","False","True","False","paragraph"
"mation. Hurst describes a model to represent tables, includ-","False","False","True","False","paragraph"
"ing graphical, physical, functional, structural and semantic","False","False","True","False","paragraph"
"components (Hurst 2000). We focus on table identiﬁcation,","False","False","True","False","paragraph"
"which can be divided into table detection and recognition","False","False","False","False","paragraph"
"(Hu et al. 1999). TAO automatically performs these tasks,","False","False","True","False","paragraph"
"which are also known as table processing in (Embley et al.","False","False","True","False","paragraph"
"2006). Table processing analyzes the physical and logical","False","False","True","False","paragraph"
"structures of a table. The physical structure of a table is the","False","False","True","False","paragraph"
"location of regions containing parts of the table, and the log-","False","False","True","False","paragraph"
"ical structure is the type of regions that compose the table","False","False","True","False","paragraph"
"(Zanibbi, Blostein, and Cordy 2004). Zanibbi et al. classify","False","False","True","False","paragraph"
"table processing according to the approach used to recognize","False","False","True","False","paragraph"
"tables, such as layout (Hu et al. 1999), heuristics (Liu et al.","False","False","True","False","paragraph"
"and statistical methods (Liu et al. 2009). TAO uses a","False","False","True","False","paragraph"
"combination of heuristics with the k-nn statistical method.","False","False","True","False","paragraph"
"Different document formats contain tables in HTML,","False","False","True","False","paragraph"
"XML, text and PDF. We focus on the PDF format. Most PDF","False","False","True","False","paragraph"
"documents lack tags, which can indicate the existence of ta-","False","False","True","False","paragraph"
"bles, such as in HTML. To facilitate the management and","False","False","True","False","paragraph"
"understanding of table information some works convert ta-","False","False","True","False","paragraph"
"bles from PDF documents to another format, such as HTML","False","False","True","False","paragraph"
"(Hassan 2003). The converters assist extracting table infor-","False","False","True","False","paragraph"
"mation from digital documents, and include PDFBox used in","False","False","True","False","paragraph"
"(Liu et al. 2007), Jpedal used in (Hassan 2003), PDFlib TET","False","False","True","False","paragraph"
"used in (Liu et al. 2009), and PDFMiner (Shinyama 2010)","False","False","True","False","paragraph"
"used in TAO. PDFMiner also converts PDF documents to","False","False","True","False","paragraph"
"HTML. However, it does not identify table tags. The con-","False","False","True","False","paragraph"
"verters are powerful, but they may suffer from text sequence","False","False","True","False","paragraph"
"errors (Liu, Mitra, and Giles 2008), which occur when the","False","False","True","False","paragraph"
"converter tool shows the text in a different order than the","False","False","True","False","paragraph"
"original PDF document. However, some converters show co-","False","False","True","False","paragraph"
"ordinates to process the right order.","False","False","True","False","paragraph"
"TableSeer (Liu et al. 2007), Pdf-trex (Oro and Ruffolo","False","False","True","True","paragraph"
"and TAO identify tables in PDF documents. Besides","False","False","True","False","paragraph"
"performing table identiﬁcation, TableSeer is a table search","False","False","True","False","paragraph"
"engine that crawls digital libraries, indexes and ranks tables.","False","False","True","False","paragraph"
"TableSeer gets words from a PDF converter, and forms lines.","False","False","True","False","paragraph"
"From the lines, TableSeer detects table structure and meta-","False","False","True","False","paragraph"
"data using heuristics rules based on font size, ﬁxed pattern","False","False","True","False","paragraph"
"matching (e.g., TABLE), and white spaces. TAO is indepen-","False","False","True","False","paragraph"
"dent of using pattern matching to detect tables. TableSeer","False","False","True","False","paragraph"
"discovers other metadata for table search, such as captions","False","False","True","False","paragraph"
"and the publication’s name. It also determines data type, lay-","False","False","True","False","paragraph"
"out metadata (e.g., number of columns and rows), and the","False","False","True","False","paragraph"
"position of a table within the document. However, for the ta-","False","False","True","False","paragraph"
"ble’s content it only shows the coordinates of the columns.","False","False","True","False","paragraph"
"An extracted cell represented in a different position makes it","False","False","True","False","paragraph"
"difﬁcult to recover the actual cell’s position in a table. TAO’s","False","False","True","False","paragraph"
"output contains metadata for a table’s cell (e.g., coordinates,","False","False","True","False","paragraph"
"font style), providing the precise location and attributes re-","False","False","True","False","paragraph"
"quired to reconstruct tables in their original format. Table-","False","False","True","False","paragraph"
"Seer and TAO depend on PDF converters.","False","False","True","False","paragraph"
"Pdf-trex detects text and table areas, aligning and group-","False","False","True","False","paragraph"
"ing text with spatial relationships. Tableseer and Pdf-trex","False","False","True","False","paragraph"
"search elements in a table line by line, which differs from","False","False","True","False","paragraph"
"TAO’s top-down approach which identiﬁes structure before","False","False","True","False","paragraph"
"analyzing the speciﬁc lines that may belong to a table. TAO","False","False","True","False","paragraph"
"595","False","False","True","True","paragraph"
"and Pdf-trex use similar heuristics to detect columns and","False","False","True","False","paragraph"
"rows, allowing them to detect tables in documents in the","False","False","True","False","paragraph"
"English and Italian languages. Also, Pdf-trex uses an ag-","False","False","True","False","paragraph"
"glomerative hierarchical clustering algorithm to build seg-","False","False","True","False","paragraph"
"ments and blocks that form table structure. Similar to TAO,","False","False","True","False","paragraph"
"Pdf-trex generates coordinates for an extracted table’s infor-","False","False","True","False","paragraph"
"mation. However, Pdf-trex’s output lacks other metadata at-","False","False","True","False","paragraph"
"tributes to recover a table’s format and style. While Pdf-trex","False","False","True","False","paragraph"
"extracts tables only in single-column documents, TAO con-","False","False","True","False","paragraph"
"siders single- and multiple-column documents. A work in","False","False","True","False","paragraph"
"(Fang et al. 2011) detects multiple-columns. However, this","False","False","True","False","paragraph"
"work is unavailable for comparison.","False","False","True","False","paragraph"
"TAO’s web-based prototype enables a user to upload a pdf","False","False","True","False","paragraph"
"document, and receive organized table information by email.","False","False","True","False","paragraph"
"TAO can be conﬁgured to process multiple PDF documents","False","False","True","False","paragraph"
"and generate an output for each. TableSeer and Pdf-trex pro-","False","False","True","False","paragraph"
"duce XML code to represent tables, while TAO produces a","False","False","True","False","paragraph"
"JSON format.","False","False","True","False","paragraph"
"5 Conclusion and Future Work","True","False","True","True","heading"
"The TAble Organization (TAO) system was developed to au-","False","False","True","False","paragraph"
"tomatically detect, extract, and organize tables from PDF","False","False","True","False","paragraph"
"documents. TAO beneﬁts from PDFMiner to convert PDF","False","False","True","False","paragraph"
"documents to XML format. We deﬁned heuristics, training","False","False","True","False","paragraph"
"data, and learning methods to process the XML, detecting","False","False","True","False","paragraph"
"the location of the tables within the document and extract-","False","False","True","False","paragraph"
"ing the corresponding table cells.","False","False","True","False","paragraph"
"TAO was implemented using document conversion, table","False","False","False","False","paragraph"
"detection and extraction; it generates its output in a JSON","False","False","False","False","paragraph"
"document for information interoperability. The table infor-","False","False","True","False","paragraph"
"mation from the original PDF document is preserved and","False","False","True","False","paragraph"
"enriched with data not displayed in the PDF document, such","False","False","True","False","paragraph"
"as text font and coordinates in table cells. The extra informa-","False","False","True","False","paragraph"
"tion helps locate the table cells’ position and format for bet-","False","False","True","False","paragraph"
"ter representation. The output document can easily be stored","False","False","True","False","paragraph"
"and managed in a database to facilitate analysis, sharing, and","False","False","True","False","paragraph"
"collaboration.","False","False","True","False","paragraph"
"We evaluated TAO on varied PDF documents with more","False","False","True","False","paragraph"
"than 225 tables, and compared its performance to related","False","False","True","False","paragraph"
"work. TAO overcame related work limitations. It performed","False","False","True","False","paragraph"
"satisfactorily not only on scientiﬁc documents, but also on","False","False","True","False","paragraph"
"non-scientiﬁc documents. In addition, it extracted tables’ in-","False","False","True","False","paragraph"
"formation on PDF documents with large and small number","False","False","True","False","paragraph"
"of pages, with single and double columns, and with various","False","False","True","False","paragraph"
"tables’ formats.","False","False","True","False","paragraph"
"We plan to use TAO’s output to recover a table cells’ infor-","False","False","True","False","paragraph"
"mation. To better understand tables (i.e., semantic analysis),","False","False","True","False","paragraph"
"we intend to discover context and semantic relationships for","False","False","True","False","paragraph"
"a table’s information. The relationships exist in the text of a","False","False","True","False","paragraph"
"table’s document, and related datasets. The semantic analy-","False","False","True","False","paragraph"
"sis of tables enables the integration of scientiﬁc knowledge","False","False","True","False","paragraph"
"with the semantic web.","False","False","True","False","paragraph"
"6 Acknowledgments","True","False","True","True","heading"
"The authors thank the anonymous reviewers for useful com-","False","False","True","False","paragraph"
"ments to improve this work. Martha Perez-Arriaga thanks","False","False","True","False","paragraph"
"the National Council of Science and Tecnology in Mexico","False","False","True","True","paragraph"
"(CONACyT).","False","False","True","False","paragraph"
"References","True","False","True","True","heading"
"Embley, D. W.; Hurst, M.; Lopresti, D.; and Nagy, G. 2006.","False","False","True","True","paragraph"
"Table-processing paradigms: a research survey. Interna-","False","False","False","False","paragraph"
"tional Journal of Document Analysis and Recognition (IJ-","False","False","True","False","paragraph"
"DAR) 8(2-3):66–86.","False","False","False","True","paragraph"
"Fang, J.; Gao, L.; Bai, K.; Qiu, R.; Tao, X.; and Tang, Z.","False","False","True","True","paragraph"
"A table detection method for multipage pdf docu-","False","False","True","False","paragraph"
"ments via visual seperators and tabular structures. In Doc-","False","False","False","False","paragraph"
"ument Analysis and Recognition, 2011. 11th International","False","False","True","False","paragraph"
"Conference on Document Analysis and Recognition, 779–","False","False","False","True","paragraph"
"IEEE.","False","False","True","True","paragraph"
"Hassan, T. 2003. Pdf to html conversion. Technical report,","False","False","True","False","paragraph"
"University of Warwick.","False","False","True","True","paragraph"
"Hu, J.; Kashi, R. S.; Lopresti, D. P.; and Wilfong, G. 1999.","False","False","True","True","paragraph"
"Medium-independent table detection. In Electronic Imag-","False","False","False","False","paragraph"
"ing, 291–302. International Society for Optics and Photon-","False","False","False","True","paragraph"
"ics.","False","False","True","True","paragraph"
"Hurst, M. F. 2000. The interpretation of tables in texts.","False","False","False","False","paragraph"
"Ph.D. Dissertation, University of Edinburgh, Scotland.","False","False","True","True","paragraph"
"Litchﬁeld, B. 2004. Pdfbox.","False","False","True","True","paragraph"
"Liu, Y.; Bai, K.; Mitra, P.; and Giles, C. L. 2007. Tableseer:","False","False","True","True","paragraph"
"automatic table metadata extraction and searching in digi-","False","False","True","False","paragraph"
"tal libraries. In Proceedings of the 7th ACM/IEEE-CS joint","False","False","False","False","paragraph"
"conference on Digital libraries, 91–100. ACM.","False","False","False","False","paragraph"
"Liu, Y.; Bai, K.; Mitra, P.; and Giles, C. L. 2009. Improving","False","False","True","True","paragraph"
"the table boundary detection in pdfs by ﬁxing the sequence","False","False","True","False","paragraph"
"error of the sparse lines. In Document Analysis and Recog-","False","False","False","False","paragraph"
"nition, 2009. 10th International Conference on Document","False","False","True","False","paragraph"
"Analysis and Recognition., 1006–1010. IEEE.","False","False","False","True","paragraph"
"Liu, Y.; Mitra, P.; and Giles, C. L. 2008. Identifying table","False","False","True","False","paragraph"
"boundaries in digital documents via sparse line detection.","False","False","True","False","paragraph"
"In Proceedings of the 17th ACM conference on Information","False","False","False","False","paragraph"
"and knowledge management, 1311–1320. ACM.","False","False","False","False","paragraph"
"Noonburg, D. 2009. xpdf: A c++ library for accessing pdf.","False","False","True","False","paragraph"
"Oro, E., and Ruffolo, M. 2009. Pdf-trex: An approach for","False","False","True","False","paragraph"
"recognizing and extracting tables from pdf documents. In","False","False","True","False","paragraph"
"Document Analysis and Recognition, 2009. 10th Interna-","False","False","True","True","paragraph"
"tional Conference on Document Analysis and Recognition.,","False","False","True","False","paragraph"
"906–910. IEEE.","False","False","True","True","paragraph"
"Pedregosa, F.; Varoquaux, G.; Gramfort, A.; Michel, V.;","False","False","True","True","paragraph"
"Thirion, B.; Grisel, O.; Blondel, M.; Prettenhofer, P.; Weiss,","False","False","True","True","paragraph"
"R.; Dubourg, V.; et al. 2011. Scikit-learn: Machine learn-","False","False","True","False","paragraph"
"ing in python. The Journal of Machine Learning Research","False","False","False","False","paragraph"
"12:2825–2830.","False","False","True","True","paragraph"
"Shinyama, Y. 2010. Pdfminer: Python pdf parser and ana-","False","False","True","False","paragraph"
"lyzer.","False","False","True","False","paragraph"
"Wang, X. 1996. Tabular abstraction, editing, and format-","False","False","False","False","paragraph"
"ting. Ph.D. Dissertation, University of Waterloo, Ontario.","False","False","False","False","paragraph"
"Zanibbi, R.; Blostein, D.; and Cordy, J. R. 2004. A survey","False","False","True","False","paragraph"
"of table recognition. Document Analysis and Recognition","False","False","False","False","paragraph"
"7(1):1–16.","False","False","True","True","paragraph"
"596","False","False","True","True","paragraph"
